company,product_name,download_amount,slogan,update_time,download_rankings_amount_1,download_rankings_amount_2,download_rankings_amount_3,download_rankings_amount_4,download_rankings_amount_5,download_rankings_amount_6,download_rankings_amount_7,download_rankings_amount_8,download_rankings_amount_9,download_rankings_amount_10,url
泰合鼎川物联科技（北京）股份有限公司,V积分,187.3万下载量,超市返利神器【海量超市商品，购物轻松返利】,APP更新：2017.10.26,"百度手机助手,9.4分,66万下载","360手机助手,9.3分,47万下载","华为应用市场,5.0分,43万下载","魅族应用商店,8.4分,17.2万下载","豌豆荚,4.2分,9.1万下载","应用宝,8.4分,5.1万下载","小米应用商店,6.0分,暂无",,,,http://www.jobui.com/company/11713799/products/22555/
北京人人天影信息技术有限公司,电影票比价,13.5万下载量,搜罗全网免费电影票及低价电影票！,APP更新：2016.03.24,"豌豆荚,4.9分,5.9万下载","应用宝,6.0分,4.2万下载","魅族应用商店,5.4分,3.4万下载","小米应用商店,4.0分,暂无",,,,,,,http://www.jobui.com/company/11949344/products/30661/
上海申友广告有限公司,二手车,32.5万下载量,二手车买卖神器,APP更新：2017.12.21,"豌豆荚,暂无,14.1万下载","百度手机助手,8.0分,8万下载","360手机助手,6.9分,6万下载","应用宝,9.6分,2.8万下载","魅族应用商店,7.0分,1.6万下载",,,,,,http://www.jobui.com/company/19406/products/76127/
福建省同步体育用品有限公司,特步,10万下载量,APP更新：2016.10.30,数据更新：2018.01.28,"百度手机助手,7.2分,4万下载","豌豆荚,暂无,3.4万下载","应用宝,6.4分,1.4万下载","360手机助手,4.5分,9281下载","魅族应用商店,5.6分,2317下载",,,,,,http://www.jobui.com/company/7910617/products/30550/
深圳媒豆网络传媒信息科技有限公司,媒豆网,448万下载量,一款专业的互联网广告招商平台。,APP更新：2018.01.12,"应用宝,10分,85万下载","百度手机助手,10分,80万下载","魅族应用商店,10分,74.1万下载","360手机助手,9.9分,74万下载","华为应用市场,10分,58.1万下载","OPPO软件商店,10分,45万下载","豌豆荚,10分,31.8万下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/12640439/products/39450/
深圳市葡萄信息技术有限公司,葡萄生活,454.5万下载量,到家服务严选才好,APP更新：2017.07.11,"百度手机助手,9.7分,221万下载","华为应用市场,10分,123.9万下载","360手机助手,9.0分,44万下载","应用宝,9.6分,27万下载","魅族应用商店,9.0分,20万下载","OPPO软件商店,8.0分,10万下载","豌豆荚,9.8分,8.5万下载","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/10530685/products/13321/
深圳马六甲网络科技有限公司,6320,127.9万下载量,网购优惠省钱神器,APP更新：2017.11.17,"应用宝,9.8分,67万下载","华为应用市场,7.0分,33.9万下载","百度手机助手,6.7分,15万下载","豌豆荚,10分,9万下载","360手机助手,9.9分,3万下载","小米应用商店,10分,暂无",,,,,http://www.jobui.com/company/13668748/products/54425/
中储南京智慧物流科技有限公司,中储智运,28.8万下载量,找车找货不用烦,APP更新：2018.01.16,"华为应用市场,9.0分,8.1万下载","百度手机助手,10分,8万下载","应用宝,10分,5.9万下载","豌豆荚,暂无,3万下载","OPPO软件商店,7.0分,2万下载","魅族应用商店,10分,1.1万下载","360手机助手,7.9分,6506下载","小米应用商店,7.0分,暂无",,,http://www.jobui.com/company/11762946/products/16159/
上海厨易配菜有限公司,厨易时代,6.5万下载量,APP更新：2017.12.21,数据更新：2018.01.28,"应用宝,10分,4万下载","OPPO软件商店,2.0分,1万下载","360手机助手,7.1分,9983下载","豌豆荚,暂无,2760下载","魅族应用商店,暂无,2722下载",,,,,,http://www.jobui.com/company/8526580/products/13658/
浙江争辉信息科技有限公司,伙伴VIP,18.8万下载量,APP更新：2017.08.21,数据更新：2018.01.28,"华为应用市场,7.0分,10.8万下载","百度手机助手,10分,8万下载","小米应用商店,5.0分,暂无",,,,,,,,http://www.jobui.com/company/13423290/products/68382/
云付通支付科技（深圳）有限公司,云返汽车,16.6万下载量,云返汽车，购车返还的新模式,APP更新：2017.10.11,"应用宝,7.8分,5万下载","华为应用市场,9.0分,4.7万下载","OPPO软件商店,10分,3万下载","百度手机助手,10分,2万下载","豌豆荚,10分,6795下载","360手机助手,7.2分,6791下载","魅族应用商店,10分,6117下载",,,,http://www.jobui.com/company/12534524/products/30557/
浙江零零期信息科技有限公司,零零期分期小额贷款,399.7万下载量,分期消费金融平台,APP更新：2018.01.19,"应用宝,9.8分,161万下载","魅族应用商店,10分,140.4万下载","豌豆荚,9.8分,98.3万下载","小米应用商店,10分,暂无",,,,,,,http://www.jobui.com/company/12418425/products/69750/
三得盈佳互联网信息服务有限公司,三得公益商城,379.6万下载量,全民消费全民受益,APP更新：2018.01.13,"应用宝,6.8分,344万下载","百度手机助手,8.8分,20万下载","豌豆荚,暂无,8.4万下载","魅族应用商店,9.4分,7.2万下载",,,,,,,http://www.jobui.com/company/13295378/products/30314/
深圳市世强先进科技有限公司,世强元件电商,9.6万下载量,硬件创新服务平台,APP更新：2018.01.08,"华为应用市场,9.0分,4.2万下载","应用宝,10分,2.2万下载","OPPO软件商店,暂无,1万下载","豌豆荚,暂无,9225下载","魅族应用商店,10分,7062下载","360手机助手,6.3分,4804下载","百度手机助手,暂无,686下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/10884295/products/15382/
广东奥园奥买家电子商务有限公司,奥买家全球购,312.6万下载量,下载送170元,APP更新：2018.01.15,"百度手机助手,9.3分,128万下载","360手机助手,9.8分,89万下载","应用宝,10分,61万下载","华为应用市场,9.0分,13.5万下载","OPPO软件商店,8.0分,10万下载","豌豆荚,4.8分,6.4万下载","魅族应用商店,9.8分,4.6万下载","苹果应用市场,9.0分,暂无","小米应用商店,9.0分,暂无",,http://www.jobui.com/company/12479533/products/13464/
重庆鸿巨网络科技有限公司,趣网情趣商城,309.6万下载量,成人用具尽享欢乐,APP更新：2018.01.12,"豌豆荚,4.2分,182万下载","魅族应用商店,10分,116.6万下载","应用宝,10分,11万下载","小米应用商店,10分,暂无",,,,,,,http://www.jobui.com/company/8963033/products/13129/
迅销（中国）商贸有限公司,优衣库,529.8万下载量,门店库存新增“查询记录”，更快查找搜索记录,APP更新：2017.12.21,"豌豆荚,4.8分,235.6万下载","百度手机助手,7.2分,84万下载","华为应用市场,4.0分,79.1万下载","应用宝,7.6分,70万下载","360手机助手,6.4分,39万下载","魅族应用商店,7.0分,22.1万下载","苹果应用市场,8.0分,暂无","小米应用商店,3.0分,暂无",,,http://www.jobui.com/company/11710945/products/13141/
青岛酷特智能股份有限公司,酷特云蓝,7.2万下载量,APP更新：2017.11.01,数据更新：2018.01.28,"华为应用市场,9.0分,4.5万下载","百度手机助手,9.9分,1万下载","魅族应用商店,10分,9109下载","360手机助手,7.3分,7795下载","小米应用商店,10分,暂无",,,,,,http://www.jobui.com/company/13440554/products/68000/
深圳万谷盛世互联网科技有限公司,爱享到,7.3万下载量,APP更新：2018.01.16,数据更新：2018.01.28,"华为应用市场,10分,6.9万下载","360手机助手,6.0分,3306下载","小米应用商店,7.0分,暂无",,,,,,,,http://www.jobui.com/company/14005286/products/68411/
上海彩亿信息技术有限公司,农业银行信用卡管家,220.9万下载量,农行极速办卡申卡,APP更新：2017.10.18,"百度手机助手,10分,113万下载","豌豆荚,9.6分,61.9万下载","应用宝,9.6分,46万下载",,,,,,,,http://www.jobui.com/company/9300438/products/78289/
苏州工业园区时尚舞台商城有限公司,时尚舞台,12万下载量,更多正品折扣，尽在时尚舞台,APP更新：2017.12.21,"豌豆荚,暂无,2.9万下载","华为应用市场,5.0分,2.4万下载","360手机助手,7.2分,2万下载","应用宝,10分,1.9万下载","百度手机助手,4.0分,1万下载","OPPO软件商店,4.0分,1万下载","魅族应用商店,10分,7936下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/7959799/products/30504/
北京市上品商业发展有限责任公司,上品折扣,7.9万下载量,品牌折扣捡漏神器,APP更新：2018.01.22,"华为应用市场,10分,4.1万下载","应用宝,10分,3.2万下载","百度手机助手,暂无,2503下载","豌豆荚,暂无,1905下载","360手机助手,7.2分,1660下载","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/6026/products/72594/
广州屈臣氏个人用品商店有限公司,屈臣氏中国,54.6万下载量,APP更新：2017.11.20,数据更新：2018.01.28,"华为应用市场,3.0分,25.8万下载","百度手机助手,7.7分,18万下载","魅族应用商店,5.8分,5.9万下载","360手机助手,3.6分,5万下载","苹果应用市场,4.0分,暂无","小米应用商店,2.0分,暂无",,,,,http://www.jobui.com/company/7686/products/68120/
杭州轩潮科技有限公司,淘汽档口,32万下载量,APP更新：2018.01.03,数据更新：2018.01.29,"百度手机助手,7.4分,24万下载","360手机助手,6.6分,4万下载","华为应用市场,10分,2.6万下载","魅族应用商店,8.4分,1.4万下载","小米应用商店,8.0分,暂无",,,,,,http://www.jobui.com/company/11548418/products/75849/
深圳前海中民电商有限公司,中民积分商城,49.4万下载量,开启健康保障生活,APP更新：2018.01.19,"豌豆荚,8.2分,24.1万下载","华为应用市场,10分,18.4万下载","魅族应用商店,10分,5.3万下载","应用宝,10分,1.2万下载","OPPO软件商店,暂无,4000下载","小米应用商店,10分,暂无",,,,,http://www.jobui.com/company/14182616/products/31057/
青岛盛合通网络技术信息有限公司,旧版软件,9.7万下载量,旧版软件,APP更新：2017.05.08,"应用宝,6.0分,7.4万下载","豌豆荚,暂无,2.3万下载",,,,,,,,,http://www.jobui.com/company/11225507/products/75253/
新疆起农网络科技有限公司,易家农户,17.3万下载量,APP更新：2018.01.24,数据更新：2018.01.28,"百度手机助手,10分,10万下载","360手机助手,9.9分,7万下载","华为应用市场,10分,2765下载","魅族应用商店,暂无,221下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/12450060/products/68533/
郑州市富连网电子科技有限公司,富连网,26.3万下载量,3C数码商城,APP更新：2018.01.03,"百度手机助手,9.1分,7万下载","豌豆荚,暂无,6.7万下载","应用宝,9.2分,6.1万下载","魅族应用商店,6.4分,2.1万下载","OPPO软件商店,2.0分,2万下载","华为应用市场,4.0分,1.5万下载","360手机助手,8.1分,1万下载","小米应用商店,7.0分,暂无",,,http://www.jobui.com/company/11656368/products/13573/
深圳市百果园实业发展有限公司,百果园,374.8万下载量,不好吃瞬间退款,APP更新：2018.01.16,"华为应用市场,8.0分,217.7万下载","应用宝,10分,84万下载","百度手机助手,4.6分,35万下载","魅族应用商店,9.8分,18.5万下载","豌豆荚,10分,10.5万下载","360手机助手,9.8分,9万下载","苹果应用市场,9.0分,暂无","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/542753/products/13999/
北京京客隆商业集团股份有限公司,京客隆,26万下载量,京客隆就是实惠,APP更新：2017.12.21,"应用宝,4.6分,8.8万下载","百度手机助手,2.0分,7万下载","360手机助手,6.8分,4万下载","华为应用市场,2.0分,3.8万下载","魅族应用商店,7.4分,1.2万下载","豌豆荚,暂无,1.1万下载","小米应用商店,3.0分,暂无",,,,http://www.jobui.com/company/298337/products/30575/
珠海健康云科技有限公司,深山果农,254.6万下载量,产品购物返利平台,APP更新：2018.01.13,"应用宝,8.0分,183万下载","百度手机助手,9.3分,31万下载","豌豆荚,5.0分,12.6万下载","360手机助手,9.8分,10万下载","魅族应用商店,10分,9.9万下载","华为应用市场,10分,8.2万下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/10621478/products/13271/
深圳云讯网络科技有限公司,魔拍,5.7万下载量,APP更新：2014.09.02,数据更新：2018.01.28,"豌豆荚,暂无,4.7万下载","360手机助手,6.3分,1万下载",,,,,,,,,http://www.jobui.com/company/10005124/products/47705/
上海会临科技有限公司,东拼西购,54万下载量,东拼西购—发现实体店的好东西,APP更新：2017.12.21,"百度手机助手,10分,27万下载","360手机助手,9.8分,14万下载","魅族应用商店,2.0分,10.4万下载","应用宝,10分,2.3万下载","华为应用市场,6.0分,1949下载","豌豆荚,暂无,1140下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/12111465/products/39892/
陕西奋斗猫网络技术有限公司,奋斗猫,39万下载量,奋斗猫O2O项目,APP更新：2018.01.27,"应用宝,暂无,17万下载","华为应用市场,5.0分,9.9万下载","360手机助手,9.5分,6万下载","百度手机助手,9.8分,5万下载","豌豆荚,暂无,6765下载","魅族应用商店,8.4分,3686下载","OPPO软件商店,2.0分,1000下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/12758709/products/30652/
南通腾迈信息科技有限公司,手游侠,9.7万下载量,边玩手游边赚钱！,APP更新：2017.12.21,"豌豆荚,4.8分,6.6万下载","应用宝,9.2分,1.9万下载","百度手机助手,暂无,9613下载","魅族应用商店,7.4分,2055下载",,,,,,,http://www.jobui.com/company/12547985/products/39483/
成都邮征天下信息技术有限公司,杂志铺,12万下载量,订杂志就上杂志铺,APP更新：2016.12.27,"豌豆荚,10分,6.9万下载","百度手机助手,9.0分,4万下载","360手机助手,9.2分,1万下载","应用宝,暂无,1392下载",,,,,,,http://www.jobui.com/company/8023295/products/21283/
广州伊的家网络科技有限公司,伊的家,52.3万下载量,伊的家商城,APP更新：2018.01.19,"应用宝,8.6分,19万下载","华为应用市场,8.0分,7.7万下载","豌豆荚,暂无,7.4万下载","魅族应用商店,9.0分,6.1万下载","360手机助手,8.1分,6万下载","百度手机助手,9.3分,6万下载",,,,,http://www.jobui.com/company/11410295/products/76130/
广州拓辰信息技术有限公司,活捉美人鱼,6.6万下载量,英雄本色之活捉美人鱼，一起酷跑起来吧,APP更新：2017.05.02,"豌豆荚,10分,3.6万下载","360手机助手,8.9分,3万下载","小米应用商店,9.0分,暂无","华为应用市场,9.0分,暂无",,,,,,,http://www.jobui.com/company/12767243/products/69305/
深圳市壹海通科技有限公司,荟享全球,7.1万下载量,APP更新：2018.01.22,数据更新：2018.01.28,"百度手机助手,暂无,7万下载","华为应用市场,6.0分,1177下载","360手机助手,6.0分,50下载","魅族应用商店,暂无,32下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/12883974/products/68237/
